C,Si,Mn,P,S,Mo,Ni,Al,N,Nb,V,B,Ti,Cr,Ce,Cu,Ca,Zr,O,YS
0.1,0.3,1.46,0.014,0.003,0,0.7,0.026,0.005,0.026,0.05,0,0.001,0,0,0.3,0,0,0,451
0.1,0.3,1.46,0.015,0.003,0,0.31,0.031,0.006,0.026,0.05,0,0.0005,0,0,0,0,0,0,431
0.097,0.3,1.45,0.014,0.004,0,0.42,0.03,0.007,0.026,0.05,0,0.0005,0,0,0.31,0,0,0,441
0.079,0.29,1.59,0.014,0.004,0,0.41,0.028,0.006,0.026,0.05,0,0.0005,0,0,0,0,0,0,432
0.1,0.31,1.46,0.015,0.002,0.08,0.31,0.025,0.005,0.026,0.05,0,0.0005,0,0,0,0,0,0,443
0.071,0.43,1.49,0.009,0.006,0.02,0.08,0.026,0.0089,0.026,0.12,0,0,0.07,0,0.07,0,0,0,579
0.09,0.33,1.39,0.011,0.002,0,0,0.04,0.0049,0.026,0,0,0,0,0,0.02,0,0,0,376
0.092,0.31,1.39,0.011,0.002,0,0,0.04,0.0036,0.026,0,0,0,0,0,0.02,0,0,0,372
0.15,0.38,1.41,0.013,0.013,0.002,0.023,0.041,0.005,0.027,0.002,0.0003,0.002,0.023,0,0.013,0,0,0,475
0.08,0,0.79,0,0,0,0,0,0.0055,0.027,0,0,0.027,0,0,0,0,0,0,450
0.09,0.3,1.39,0.011,0.002,0,0,0.041,0.0061,0.027,0,0,0,0,0,0.02,0,0,0,375
0.097,0.31,1.39,0.01,0.002,0,0,0.04,0.0054,0.027,0,0,0,0,0,0.26,0,0,0,388
0.073,0.29,1.45,0.014,0.004,0,0.41,0.028,0.01,0.027,0.05,0,0.0005,0,0,0,0,0,0,425
0.09,0.3,1.39,0.011,0.002,0,0,0.041,0.0061,0.027,0,0,0,0,0,0.02,0,0,0,375
0.097,0.31,1.39,0.01,0.002,0,0,0.04,0.0054,0.027,0,0,0,0,0,0.26,0,0,0,388
0.15,0.29,1.23,0.017,0.008,0.003,0.02,0.014,0.011,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0077,360
0.15,0.29,1.25,0.018,0.008,0.003,0.02,0.016,0.01,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0066,383
0.15,0.29,1.23,0.018,0.008,0.003,0.02,0.015,0.01,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0069,381
0.15,0.29,1.23,0.017,0.008,0.003,0.02,0.014,0.011,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0077,354
0.15,0.29,1.25,0.018,0.008,0.003,0.02,0.016,0.01,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0066,360
0.15,0.29,1.23,0.018,0.008,0.003,0.02,0.015,0.01,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0069,357
0.16,0.32,1.29,0.018,0.008,0.003,0.02,0.014,0.0097,0.029,0.003,0,0.003,0.01,0,0.01,0,0,0.0062,403
0.16,0.32,1.29,0.017,0.008,0.003,0.02,0.017,0.0095,0.029,0.003,0,0.003,0.01,0,0.01,0,0,0.0053,435
0.16,0.32,1.29,0.018,0.008,0.003,0.02,0.014,0.0097,0.029,0.003,0,0.003,0.01,0,0.01,0,0,0.0062,373
0.16,0.32,1.29,0.017,0.008,0.003,0.02,0.017,0.0095,0.029,0.003,0,0.003,0.01,0,0.01,0,0,0.0053,375
0.084,0.3,1.46,0.014,0.003,0,0.91,0.029,0.005,0.029,0,0,0.0005,0,0,0.3,0,0,0,427
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0,0.08,0,0.07,0,0,0,574
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0,0.08,0,0.07,0,0,0,544
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0,0.08,0,0.07,0,0,0,632
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0.007,0.08,0,0.07,0,0,0,487
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0.007,0.08,0,0.07,0,0,0,547
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0.007,0.08,0,0.07,0,0,0,590
0.061,0.48,1.48,0.015,0.005,0.02,0.09,0.035,0.011,0.03,0.11,0.0003,0.003,0.08,0,0.08,0,0,0.007,632
0.061,0.48,1.48,0.015,0.005,0.02,0.09,0.035,0.011,0.03,0.11,0.0003,0.003,0.08,0,0.08,0,0,0.007,543
0.061,0.48,1.48,0.015,0.005,0.02,0.09,0.035,0.011,0.03,0.11,0.0003,0.003,0.08,0,0.08,0,0,0.007,573
0.15,0.26,1.45,0.012,0.003,0.005,0.02,0.038,0.0059,0.03,0.005,0,0,0.02,0,0.02,0,0,0,388
0.091,0.3,1.42,0.013,0.003,0,0.89,0.026,0.006,0.03,0,0,0.002,0,0,0.3,0,0,0,415
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,350
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,382
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,389
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,384
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,355
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,381
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,407
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,411
0.11,0.41,1.43,0.015,0.012,0,0.02,0.039,0.0057,0.03,0.005,0,0,0,0,0.02,0,0,0,345
0.11,0.41,1.4,0.015,0.011,0,0.02,0.038,0.0057,0.03,0.005,0,0,0,0,0.02,0,0,0,303
0.15,0.26,1.45,0.012,0.003,0.005,0.02,0.038,0.0059,0.03,0.005,0,0,0.02,0,0.02,0,0,0,388
0.1,0.19,1.4,0.005,0.002,0,0,0.031,0.004,0.031,0.003,0.0006,0,0,0,0,0,0,0,358
0.1,0.36,1.36,0.011,0.003,0.002,0.019,0.036,0.004,0.031,0.002,0.0001,0.002,0.017,0,0.01,0,0,0,435
0.056,0.51,1.45,0.016,0.005,0.02,0.09,0.022,0.011,0.031,0.11,0.0003,0.008,0.08,0,0.07,0,0,0,590
0.056,0.51,1.45,0.016,0.005,0.02,0.09,0.022,0.011,0.031,0.11,0.0003,0.008,0.08,0,0.07,0,0,0,547
0.056,0.51,1.45,0.016,0.005,0.02,0.09,0.022,0.011,0.031,0.11,0.0003,0.008,0.08,0,0.07,0,0,0,496
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,412
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,339
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,357
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,395
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,434
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,399
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,382
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,375
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,373
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,435
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,448
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,423
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,411
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,403
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,385
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,376
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,378
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,358
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,357
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,292
0.1,0.27,1.45,0.011,0.004,0,0.016,0.025,0.0058,0.031,0.005,0,0,0,0,0.02,0,0,0,379
0.094,0.28,1.37,0.015,0.003,0,0.85,0.028,0.004,0.031,0,0,0.011,0,0,0.28,0,0,0,456
0.098,0.45,1.56,0.014,0.002,0,0.31,0.031,0.008,0.031,0.09,0,0.011,0,0,0.3,0,0,0,476
0.062,0.41,1.48,0.012,0.006,0.02,0.08,0.041,0.0087,0.031,0.13,0,0.007,0.07,0,0.07,0,0,0,520
0.1,0.27,1.45,0.011,0.004,0,0.016,0.025,0.0058,0.031,0.005,0,0,0,0,0.02,0,0,0,381
0.1,0.19,1.4,0.005,0.002,0.005,0.02,0.031,0.004,0.031,0.005,0,0,0.02,0,0.02,0,0,0,358
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,364
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,375
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,383
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,418
0.086,0.32,1.34,0.011,0.0065,0,0,0.035,0.0056,0.032,0,0,0,0,0.015,0,0,0,0,434
0.086,0.32,1.34,0.011,0.0065,0,0,0.035,0.0056,0.032,0,0,0,0,0.015,0,0,0,0,532
0.086,0.32,1.34,0.011,0.0065,0,0,0.035,0.0056,0.032,0,0,0,0,0.015,0,0,0,0,563
0.086,0.32,1.34,0.011,0.0065,0,0,0.035,0.0056,0.032,0,0,0,0,0.015,0,0,0,0,647
0.14,0.25,1.44,0.011,0.003,0,0.016,0.027,0.0049,0.032,0.005,0,0,0,0,0.02,0,0,0,391
0.11,0.29,1.41,0.015,0.003,0,0.3,0.027,0.005,0.032,0.05,0,0.011,0,0,0,0,0,0,444
0.099,0.45,1.56,0.016,0.002,0,0.31,0.03,0.007,0.032,0.09,0,0,0,0,0.3,0,0,0,467
0.12,0.27,1.41,0.014,0.002,0,0.31,0.028,0.008,0.032,0.09,0,0.012,0,0,0,0,0,0,445
0.14,0.25,1.44,0.011,0.003,0,0.016,0.027,0.0049,0.032,0.005,0,0,0,0,0.02,0,0,0,391
0.11,0.3,1.4,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,395
0.05,0.48,1.35,0.014,0.01,0.01,0.02,0.04,0.0055,0.036,0.005,0,0,0.02,0,0.02,0,0,0,307
0.051,0.5,1.4,0.014,0.011,0.01,0.02,0.04,0.0058,0.036,0.005,0,0,0.02,0,0.02,0,0,0,386
0.025,0.24,1.56,0.002,0.0006,0.32,2.99,0,0.0062,0.039,0.019,0,0,0,0,0,0,0,0,572
0.073,0.39,1.63,0,0,0.2,0,0,0,0.039,0,0,0.014,0.5,0,0,0,0,0,601
0.025,0.24,1.56,0.002,0.0006,0.32,0,0,0.0062,0.04,0.02,0,0,0,0,0,0,0,0.0043,530
0.07,0.25,0.9,0.007,0.0015,0,0.2,0,0.004,0.04,0.04,0,0.015,0,0,0.2,0,0,0.004,540
0.025,0.24,1.56,0.002,0.0006,0.32,0,0,0.0062,0.04,0.02,0,0,0,0,0,0,0,0.0043,530
0.07,0.25,0.9,0.007,0.0015,0,0.2,0,0.004,0.04,0.04,0,0.015,0,0,0.2,0,0,0.004,540
0.07,0.25,1.1,0,0,0,0,0.041,0.003,0.04,0,0,0.02,0,0,0,0,0,0,395
0.07,0.25,1.1,0,0,0,0,0.041,0.003,0.04,0,0,0.02,0,0,0,0,0,0,463
0.07,0.25,1.1,0,0,0,0,0.041,0.003,0.04,0,0,0.02,0,0,0,0,0,0,502
0.07,0.25,1.1,0,0,0,0,0.041,0.003,0.04,0,0,0.02,0,0,0,0,0,0,504
0.07,0.25,1.1,0,0,0,0,0.041,0.003,0.04,0,0,0.02,0,0,0,0,0,0,400
0.07,0.25,1.1,0,0,0,0,0.041,0.003,0.04,0,0,0.02,0,0,0,0,0,0,450
0.1,0.24,1.17,0.01,0.01,0,0,0.04,0,0.04,0.04,0,0.05,0,0,0,0,0,0,467.1
0.16,0.36,1.16,0.014,0.01,0.002,0.02,0.032,0.008,0.042,0.002,0.0001,0.002,0.23,0,0.016,0,0,0,406
0.14,0.32,1.55,0.009,0.016,0,0,0.02,0.0097,0.043,0.1,0,0.023,0,0,0,0,0,0,401
0.076,0.3,1.47,0.014,0.004,0,0.42,0.03,0.006,0.045,0.05,0,0.0005,0,0,0,0,0,0,449
0.089,0.31,1.42,0.016,0.006,0,0.33,0.043,0.007,0.045,0.05,0,0.0005,0,0,0,0,0,0,464
0.16,0.47,1.45,0.015,0.007,0.001,0.02,0.041,0.008,0.046,0.003,0.0002,0.011,0.017,0,0.012,0,0,0,441
0.086,0.3,1.46,0.014,0.002,0,0.42,0.028,0.009,0.046,0.09,0,0,0,0,0,0,0,0,469
0.14,0.3,1.54,0.009,0.02,0,0,0.03,0.0094,0.047,0.092,0,0,0,0,0,0,0,0,435
0.07,0.31,1.36,0,0.005,0.15,0,0,0.009,0.052,0,0,0.01,0,0,0,0,0,0,480
0.079,0,1.25,0,0,0,0,0,0.0057,0.054,0,0,0.014,0,0,0,0,0,0,402
0.079,0.25,1.36,0.008,0.003,0,0,0.03,0.0036,0.059,0,0,0,0,0,0,0,0,0,468
0.08,0,1.4,0,0,0,0,0,0.0046,0.059,0,0,0,0,0,0,0,0,0,442
0.048,0,1.19,0,0,0,0,0,0.006,0.076,0,0,0.001,0,0,0,0,0,0,574
0.048,0,1.19,0,0,0,0,0,0.006,0.076,0,0,0.012,0,0,0,0,0,0,569
0.048,0,1.19,0,0,0,0,0,0.005,0.076,0,0,0.025,0,0,0,0,0,0,606
0.048,0,1.19,0,0,0,0,0,0.001,0.076,0,0,0.001,0,0,0,0,0,0,600
0.06,0,1.5,0,0,0.15,0,0,0,0.08,0,0.001,0.075,0,0,0,0,0,0,798
0.006,0,1.5,0,0,0,0,0,0,0.08,0,0,0.07,0,0,0,0,0,0,607
0.03,0.16,1.49,0.013,0.001,0,0.16,0.024,0.005,0.086,0,0,0.011,0.27,0,0.25,0,0,0,470
0.07,0.14,1.35,0.009,0.003,0,0,0.044,0.007,0.086,0,0,0.047,0,0,0,0,0,0,648
0.12,0.14,1.15,0.01,0.01,0,0,0.02,0,0.1,0,0,0,0,0,0,0,0,0,408.7
0.08,0,0.79,0,0,0,0,0,0.0055,0.22,0,0,0.055,0,0,0,0,0,0,529
0.1,0.08,1.47,0,0,0,0,0,0,0.45,0,0,0.31,0,0,0,0,0,0,670
0.06,0,1.5,0,0,0,0,0,0,0.08,0,0,0.07,0,0,0,0,0,0,607
0.117,0.057,1.571,0.009,0.005,0.21,0.03,0.068,0.0046,0.05,0.06,0.002,0.003,0.5,0,0,0,0,0,722
0.117,0.057,1.571,0.009,0.005,0.21,0.03,0.068,0.0046,0.05,0.06,0.002,0.003,0.5,0,0,0,0,0,808
0.119,0.047,1.595,0.011,0.006,0.21,0.038,0.029,0.0055,0.05,0.06,0.002,0.028,0.5,0,0,0,0,0,670
0.119,0.047,1.595,0.011,0.006,0.21,0.038,0.029,0.0055,0.05,0.06,0.002,0.028,0.5,0,0,0,0,0,814
0.06,0.22,1.72,0.01,0.002,0.16,0.21,0.025,0.008,0.038,0.015,0,0.004,0.05,0,0.18,0,0,0,575
0.06,0.2,1.75,0.01,0.006,0.3,0.9,0,0.007,0.045,0.05,0,0.02,0.3,0,0,0,0,0,477
0.03,0.48,1.46,0.01,0.006,0.19,0,0.19,0.003,0.04,0.05,0.002,0.04,0,0,0,0,0,0,487
0.1,0.15,1.25,0.01,0.01,0,0,0.014,0.007,0.05,0,0,0.01,0,0,0,0,0,0,600
0.08,0.3,1.2,0.01,0.007,0.5,3.6,0,0.007,0,0.02,0,0.02,0.3,0,1.8,0,0,0,800
