C,Si,Mn,P,S,Mo,Ni,Al,N,Nb,V,B,Ti,Cr,Ce,Cu,Ca,Zr,O,Temperature,Energy
0.073,0.36,1.46,0.01,0.004,0,0.51,0.038,0.0057,0.01,0,0,0.013,0,0,0,0,0,0,-105,40
0.079,0.42,1.46,0.01,0.003,0,0,0.034,0.004,0.01,0,0,0.01,0,0,0,0,0,0,-120,40
0.079,0.42,1.46,0.01,0.003,0,0,0.034,0.004,0.01,0,0,0.01,0,0,0,0,0,0,-110,40
0.079,0.42,1.46,0.01,0.003,0,0,0.034,0.004,0.01,0,0,0.01,0,0,0,0,0,0,-105,40
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.014,0,0,0,0,0,0,0,0,0,-92,40
0.073,0.03,1.46,0.002,0.0016,0.005,0.005,0.027,0.0014,0.015,0.005,0,0,0.005,0,0,0,0,0,-96,40
0.073,0.03,1.46,0.002,0.0016,0.005,0.005,0.027,0.0014,0.015,0.005,0,0,0.005,0,0,0,0,0,-92,40
0.076,0.2,1.44,0.002,0.004,0,0.51,0.029,0.0013,0.015,0,0,0,0,0,0,0,0,0,-78,40
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,-82,40
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.015,0,0,0,0,0,0,0,0,0,-86,40
0.08,0.18,1.44,0.002,0.0018,0,0.52,0.026,0.0018,0.016,0,0,0,0,0,0,0,0,0,-81,40
0.081,0.03,1.46,0.008,0.006,0.005,0.02,0.027,0.0069,0.016,0.008,0,0,0.012,0,0,0,0,0,-62,40
0.081,0.03,1.46,0.008,0.006,0.005,0.016,0.027,0.0069,0.016,0.008,0,0,0.012,0,0,0,0,0,-95,40
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.016,0,0,0,0,0,0,0,0,0,-92,40
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.016,0,0,0,0,0,0,0,0,0,-85,40
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.016,0,0,0,0,0,0,0,0,0,-82,40
0.087,0.18,1.43,0.009,0.005,0,0.52,0.026,0.0077,0.016,0,0,0,0,0,0,0,0,0,-65,40
0.078,0.2,1.39,0.003,0.002,0,0.49,0.034,0.0025,0.017,0,0,0,0,0,0,0,0,0,-105,40
0.078,0.2,1.39,0.003,0.002,0,0.49,0.034,0.0025,0.017,0,0,0,0,0,0,0,0,0,-107,40
0.063,0.35,1.45,0.009,0.003,0,0.5,0.034,0.0052,0.021,0,0,0.012,0,0,0,0,0,0,-155,40
0.065,0.36,1.45,0.009,0.003,0,0.5,0.034,0.0038,0.021,0,0,0.012,0,0,0,0,0,0,-154,40
0.072,0.35,1.45,0.007,0.004,0,0.51,0.036,0.0036,0.022,0,0,0.012,0,0,0,0,0,0,-85,40
0.075,0.34,1.45,0.008,0.003,0,0.5,0.032,0.0049,0.022,0,0,0.011,0,0,0,0,0,0,-93,40
0.06,0.35,1.45,0.008,0.003,0,0.51,0.035,0.0037,0.023,0,0,0.011,0,0,0,0,0,0,-106,40
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,-38,40
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,-91,40
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,-74,40
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,-62,40
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,-52,40
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,-84,40
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,-84,40
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,-59,40
0.1,0.19,1.4,0.005,0.002,0.005,0.02,0.031,0.004,0.031,0.005,0,0,0.02,0,0.02,0,0,0,-66,40
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,-58,40
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,-92,40
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,-9,40
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,-60,40
0.079,0.25,1.36,0.008,0.003,0,0,0.03,0.0036,0.059,0,0,0,0,0,0,0,0,0,-80,50
0.03,0.16,1.49,0.013,0.001,0,0.16,0.024,0.005,0.086,0,0,0.011,0.27,0,0.25,0,0,0,-110,50
0.19,0.29,0.63,0.015,0.028,0,0,0.004,0.0061,0,0,0,0,0,0,0,0,0,0,-7,54
0.17,0.27,0.69,0.015,0.027,0,0,0.13,0.006,0,0,0,0,0,0,0,0,0,0,-28,54
0.2,0.03,0.68,0.019,0.022,0,0,0.008,0.005,0,0,0,0,0,0,0,0,0,0,5,54
0.2,0.04,0.61,0.012,0.027,0,0,0.126,0.0045,0,0,0,0,0,0,0,0,0,0,-18,54
0.1,0.35,1.34,0.007,0.012,0,0,0.04,0.004,0,0,0,0,0,0.02,0,0,0,0,-100,54
0.1,0.35,1.34,0.007,0.012,0,0,0.04,0.004,0,0,0,0,0,0.02,0,0,0,0,-55,54
0.1,0.35,1.34,0.007,0.012,0,0,0.04,0.004,0,0,0,0,0,0.02,0,0,0,0,-20,54
0.09,0.16,0.92,0.018,0.01,0,0,0.026,0.007,0,0.008,0,0.001,0,0,0,0,0,0,-58,54
0.09,0.16,0.92,0.018,0.01,0,0,0.026,0.007,0,0.008,0,0.001,0,0,0,0,0,0,-75,54
0.09,0.16,0.92,0.018,0.01,0,0,0.026,0.007,0,0.008,0,0.001,0,0,0,0,0,0,-100,54
0.09,0.16,0.92,0.018,0.01,0,0,0.026,0.007,0,0.008,0,0.001,0,0,0,0,0,0,-72,54
0.09,0.16,0.92,0.018,0.01,0,0,0.026,0.007,0,0.008,0,0.001,0,0,0,0,0,0,-70,54
0.09,0.16,0.92,0.018,0.01,0,0,0.026,0.007,0,0.008,0,0.001,0,0,0,0,0,0,-76,54
0.09,0.16,0.92,0.018,0.01,0,0,0.026,0.007,0,0.008,0,0.001,0,0,0,0,0,0,-47,54
0.09,0.16,0.92,0.018,0.01,0,0,0.026,0.007,0,0.008,0,0.001,0,0,0,0,0,0,-82,54
0.069,0.11,1.45,0.009,0.003,0,0.5,0.007,0.0058,0,0,0.0024,0.011,0,0,0,0,0,0,-93.5942715,54
0.08,0.11,1.44,0.01,0.004,0,0.51,0.006,0.0085,0,0,0.0025,0.012,0,0,0,0,0,0,-101.9423343,54
0.062,0.1,1.46,0.01,0.004,0,0.51,0,0.006,0,0,0.0025,0.01,0,0,0,0,0,0,-69.29173131,54
0.15,0.3,1.38,0.011,0.007,0,0,0.038,0.0051,0,0.05,0,0,0,0,0.25,0,0,0,-60.44222949,54
0.15,0.31,1.38,0.009,0.009,0,0,0.037,0.0053,0,0.05,0,0,0,0,0.02,0,0,0,-55.80374845,54
0.15,0.3,1.38,0.01,0.006,0,0,0.039,0.0045,0,0.06,0,0,0,0,0.02,0,0,0,-63.03354897,54
0.15,0.31,1.4,0.01,0.007,0,0,0.036,0.0054,0,0.06,0,0,0,0,0.02,0,0,0,-59.23868279,54
0.16,0.31,1.38,0.011,0.007,0,0,0.038,0.0056,0,0.05,0,0,0,0,0.02,0,0,0,-50.29669918,54
0.16,0.31,1.37,0.009,0.009,0,0,0.038,0.0049,0,0.05,0,0,0,0,0.02,0,0,0,-49.65669042,54
0.066,0.33,1.46,0.013,0.003,0.2,0,0.043,0.004,0,0.05,0,0,0,0,0,0,0,0,-63.60523061,54
0.062,0.3,1.45,0.013,0.004,0.2,0,0.039,0.0038,0,0,0,0,0.2,0,0,0,0,0,-58.71633064,54
0.068,0.1,1.43,0.009,0.002,0,0.5,0.005,0.0079,0,0,0.0023,0.1,0,0,0,0,0,0,-83.09763366,54
0.071,0.1,1.45,0.005,0.003,0,0.5,0,0.0046,0,0,0.0022,0.01,0,0,0,0,0,0,-94.40611592,54
0.063,0.1,1.43,0.007,0.003,0,0.51,0,0.0058,0,0,0.0025,0.01,0,0,0,0,0,0,-97.73852916,54
0.068,0.1,1.45,0.008,0.004,0,0.51,0,0.0047,0,0,0.0022,0.01,0,0,0,0,0,0,-87.40352792,54
0.071,0.1,1.45,0.007,0.004,0,0.51,0.006,0.0065,0,0,0.0022,0.01,0,0,0,0,0,0,-97.75897013,54
0.097,0.29,1.45,0.014,0.004,0,0.31,0.029,0.007,0,0.1,0,0.0005,0,0,0,0,0,0,-74.53632198,54
0.1,0.29,1.43,0.016,0.002,0,0.31,0.03,0.007,0,0.1,0,0.012,0,0,0,0,0,0,-73.26539445,54
0.087,0.3,1.45,0.013,0.003,0,0.89,0.028,0.007,0,0.08,0,0.001,0,0,0.3,0,0,0,-73.26539445,54
0.15,0.3,1.38,0.011,0.007,0,0,0.038,0.0051,0,0.05,0,0,0,0,0.25,0,0,0,-22,54
0.15,0.31,1.38,0.009,0.009,0,0,0.037,0.0053,0,0.05,0,0,0,0,0.02,0,0,0,-26,54
0.15,0.3,1.38,0.01,0.006,0,0,0.039,0.0045,0,0.06,0,0,0,0,0.02,0,0,0,-22,54
0.15,0.31,1.4,0.01,0.007,0,0,0.036,0.0054,0,0.06,0,0,0,0,0.02,0,0,0,-40,54
0.16,0.31,1.38,0.011,0.007,0,0,0.038,0.0056,0,0.05,0,0,0,0,0.02,0,0,0,-36,54
0.16,0.31,1.37,0.009,0.009,0,0,0.038,0.0049,0,0.05,0,0,0,0,0.02,0,0,0,-20,54
0.27,0.25,0.53,0.013,0.005,0.33,4.05,0.07,0.004,0,0,0,0,1.24,0,0,0,0,0,0,54
0.27,0.25,0.53,0.013,0.005,0.33,4.05,0.07,0.004,0,0,0,0,1.24,0,0,0,0,0,-15,54
0.22,0.35,1.13,0.013,0.011,0.002,0.025,0.043,0.005,0.001,0.002,0.0001,0.002,0.028,0,0.039,0,0,0,-57.21408404,54
0.15,0.26,1.08,0.008,0.008,0.001,0.018,0.039,0.006,0.001,0.003,0.0001,0.001,0.017,0,0.009,0,0,0,-83.84464721,54
0.17,0.29,0.82,0.015,0.014,0.003,0.021,0.003,0.003,0.001,0.002,0.0001,0,0.025,0,0.015,0,0,0,-41.17678528,54
0.18,0.38,1.18,0.015,0.011,0.002,0.02,0.003,0.004,0.001,0.003,0.0001,0.001,0.023,0,0.011,0,0,0,-22.87161111,54
0.15,0.21,0.86,0.013,0.015,0.002,0.021,0.002,0.004,0.001,0.003,0.0001,0.001,0.019,0,0.023,0,0,0,-57.87285592,54
0.15,0.27,0.81,0.014,0.014,0.002,0.021,0.002,0.006,0.001,0.002,0.0001,0.001,0.016,0,0.013,0,0,0,-38.6221819,54
0.17,0.36,1.16,0.019,0.008,0.004,0.022,0.002,0.003,0.001,0.002,0.0002,0.001,0.039,0,0.026,0,0,0,-38.45249187,54
0.14,0.22,0.82,0.014,0.017,0.002,0.021,0.002,0.004,0.001,0.002,0.0001,0.001,0.022,0,0.02,0,0,0,-30.22342544,54
0.13,0.22,0.83,0.024,0.011,0.002,0.019,0.001,0.004,0.001,0.002,0.0001,0.001,0.024,0,0.011,0,0,0,-36.0993433,54
0.13,0.22,0.81,0.016,0.018,0.004,0.019,0.004,0.003,0.001,0.002,0.0001,0.001,0.038,0,0.015,0,0,0,-27.6729613,54
0.14,0.22,1.03,0.008,0.015,0.003,0.022,0.032,0.004,0.001,0.002,0.0001,0.001,0.023,0,0.012,0,0,0,-5.274112778,54
0.16,0.2,1.06,0.013,0.012,0,0,0.04,0.004,0.001,0.009,0,0.001,0,0,0,0,0,0,-46,54
0.16,0.2,1.06,0.013,0.012,0,0,0.04,0.004,0.001,0.009,0,0.001,0,0,0,0,0,0,-54,54
0.16,0.2,1.06,0.013,0.012,0,0,0.04,0.004,0.001,0.009,0,0.001,0,0,0,0,0,0,-80,54
0.16,0.2,1.06,0.013,0.012,0,0,0.04,0.004,0.001,0.009,0,0.001,0,0,0,0,0,0,-52,54
0.16,0.2,1.06,0.013,0.012,0,0,0.04,0.004,0.001,0.009,0,0.001,0,0,0,0,0,0,-56,54
0.16,0.2,1.06,0.013,0.012,0,0,0.04,0.004,0.001,0.009,0,0.001,0,0,0,0,0,0,-72,54
0.16,0.2,1.06,0.013,0.012,0,0,0.04,0.004,0.001,0.009,0,0.001,0,0,0,0,0,0,-55,54
0.16,0.2,1.06,0.013,0.012,0,0,0.04,0.004,0.001,0.009,0,0.001,0,0,0,0,0,0,-73,54
0.07,0.07,0.41,0.014,0.01,0,0,0.056,0.005,0.0025,0.018,0,0.001,0,0,0,0,0,0,-8,54
0.07,0.07,0.41,0.014,0.01,0,0,0.056,0.005,0.0025,0.018,0,0.001,0,0,0,0,0,0,-13,54
0.07,0.07,0.41,0.014,0.01,0,0,0.056,0.005,0.0025,0.018,0,0.001,0,0,0,0,0,0,-50,54
0.07,0.07,0.41,0.014,0.01,0,0,0.056,0.005,0.0025,0.018,0,0.001,0,0,0,0,0,0,-28,54
0.07,0.07,0.41,0.014,0.01,0,0,0.056,0.005,0.0025,0.018,0,0.001,0,0,0,0,0,0,-33,54
0.07,0.07,0.41,0.014,0.01,0,0,0.056,0.005,0.0025,0.018,0,0.001,0,0,0,0,0,0,-55,54
0.07,0.07,0.41,0.014,0.01,0,0,0.056,0.005,0.0025,0.018,0,0.001,0,0,0,0,0,0,-8,54
0.07,0.07,0.41,0.014,0.01,0,0,0.056,0.005,0.0025,0.018,0,0.001,0,0,0,0,0,0,-29,54
0.07,0.1,1.4,0.008,0.005,0,0,0.018,0.006,0.003,0.003,0,0.003,0,0,0,0,0,0,-96,54
0.07,0.1,1.4,0.008,0.005,0,0,0.018,0.006,0.003,0.003,0,0.003,0,0,0,0,0,0,-97,54
0.07,0.1,1.4,0.008,0.005,0,0,0.018,0.006,0.003,0.003,0,0.003,0,0,0,0,0,0,-108,54
0.07,0.1,1.4,0.008,0.005,0,0,0.018,0.006,0.003,0.003,0,0.003,0,0,0,0,0,0,-88,54
0.07,0.1,1.4,0.008,0.005,0,0,0.018,0.006,0.003,0.003,0,0.003,0,0,0,0,0,0,-53,54
0.07,0.1,1.4,0.008,0.005,0,0,0.018,0.006,0.003,0.003,0,0.003,0,0,0,0,0,0,-105,54
0.07,0.1,1.4,0.008,0.005,0,0,0.018,0.006,0.003,0.003,0,0.003,0,0,0,0,0,0,-91,54
0.07,0.1,1.4,0.008,0.005,0,0,0.018,0.006,0.003,0.003,0,0.003,0,0,0,0,0,0,-97,54
0.1,0.25,1.41,0.011,0.003,0,0.02,0.032,0.0055,0.005,0.029,0,0,0,0,0.02,0,0,0,-68.94633146,54
0.1,0.26,1.45,0.011,0.003,0,0.016,0.025,0.0052,0.005,0.054,0,0,0,0,0.02,0,0,0,-71.42026565,54
0.14,0.26,1.43,0.011,0.003,0,0.02,0.029,0.005,0.005,0.05,0,0,0,0,0.02,0,0,0,-60.29072984,54
0.11,0.26,1.4,0.009,0.003,0,0.02,0.03,0.009,0.005,0.028,0,0,0,0,0.02,0,0,0,-84.17939627,54
0.16,0.26,1.45,0.011,0.003,0.005,0.02,0.04,0.0051,0.005,0.026,0,0,0.02,0,0.02,0,0,0,-36.65149782,54
0.16,0.26,1.45,0.011,0.003,0.005,0.02,0.038,0.0056,0.005,0.043,0,0,0.02,0,0.02,0,0,0,-59.52052011,54
0.15,0.29,1.47,0.013,0.003,0.005,0.02,0.038,0.012,0.005,0.027,0,0,0.02,0,0.02,0,0,0,-39.02733705,54
0.14,0.27,1.46,0.012,0.003,0.005,0.02,0.038,0.014,0.005,0.047,0,0,0.02,0,0,0,0,0,-61.85405357,54
0.06,0.39,1.58,0.018,0.015,0.01,0.02,0.005,0.007,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,-67,54
0.08,0.4,1.4,0.014,0.016,0.01,0.02,0.005,0.018,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,-22,54
0.084,0.21,1.42,0.005,0.002,0.005,0.02,0.031,0.0047,0.005,0.05,0,0,0.02,0,0.02,0,0,0,-72,54
0.1,0.25,1.41,0.011,0.003,0,0.02,0.032,0.0055,0.005,0.029,0,0,0,0,0.02,0,0,0,-90,54
0.1,0.26,1.45,0.011,0.003,0,0.016,0.025,0.0052,0.005,0.054,0,0,0,0,0.02,0,0,0,-90,54
0.11,0.26,1.4,0.009,0.003,0,0.02,0.03,0.009,0.005,0.028,0,0,0,0,0.02,0,0,0,-95,54
0.12,0.4,1.39,0.019,0.014,0.01,0.02,0.005,0.0039,0.005,0.03,0.0005,0.005,0.02,0,0.02,0,0,0,-55,54
0.12,0.39,1.4,0.014,0.02,0.01,0.02,0.005,0.008,0.005,0.07,0.0005,0.005,0.02,0,0.02,0,0,0,-27,54
0.12,0.42,1.48,0.023,0.021,0.01,0.02,0.005,0.021,0.005,0.07,0.0005,0.005,0.02,0,0.02,0,0,0,3,54
0.12,0.4,1.4,0.017,0.019,0.01,0.02,0.005,0.018,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,4,54
0.14,0.26,1.43,0.011,0.003,0,0.02,0.029,0.005,0.005,0.05,0,0,0,0,0.02,0,0,0,-75,54
0.14,0.27,1.46,0.012,0.003,0.005,0.02,0.038,0.014,0.005,0.047,0,0,0.02,0,0.02,0,0,0,-62,54
0.15,0.29,1.47,0.013,0.003,0.005,0.02,0.038,0.012,0.005,0.027,0,0,0.02,0,0.02,0,0,0,-40,54
0.15,0.4,1.41,0.023,0.02,0.01,0.02,0.04,0.024,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,-11,54
0.16,0.26,1.45,0.011,0.003,0.005,0.02,0.04,0.0051,0.005,0.026,0,0,0.02,0,0.02,0,0,0,-58,54
0.16,0.26,1.45,0.011,0.003,0.005,0.02,0.038,0.0056,0.005,0.043,0,0,0.02,0,0.02,0,0,0,-72,54
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.01,0,0,0,0,0,0,0,0,0,-94.78573998,54
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.01,0,0,0,0,0,0,0,0,0,-90,54
0.07,0.35,1.47,0.01,0.004,0,0.51,0.038,0.0058,0.011,0,0,0.013,0,0,0,0,0,0,-106.3725148,54
0.074,0.21,1.44,0.017,0.0017,0,0.52,0.032,0.0015,0.014,0,0,0,0,0,0,0,0,0,-83.38027678,54
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.014,0,0,0,0,0,0,0,0,0,-91.57147848,54
0.061,0.21,1.45,0.007,0.0017,0,0.52,0.032,0.0021,0.014,0,0,0,0,0,0,0,0,0,-88.5800357,54
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.014,0,0,0,0,0,0,0,0,0,-90,54
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.015,0,0,0,0,0,0,0,0,0,-85.76971615,54
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,-89.13226776,54
0.076,0.2,1.44,0.002,0.004,0,0.51,0.029,0.0013,0.015,0,0,0,0,0,0,0,0,0,-88.5800357,54
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,-92.01298192,54
0.073,0.03,1.46,0.002,0.0016,0.005,0.005,0.027,0.0014,0.015,0.005,0,0,0.005,0,0,0,0,0,-96,54
0.073,0.03,1.46,0.002,0.0016,0.005,0.005,0.027,0.0014,0.015,0.005,0,0,0.005,0,0,0,0,0,-92,54
0.076,0.2,1.44,0.002,0.004,0,0.51,0.029,0.0013,0.015,0,0,0,0,0,0,0,0,0,-76,54
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,-79,54
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,-80,54
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.015,0,0,0,0,0,0,0,0,0,-81,54
0.087,0.18,1.43,0.009,0.005,0,0.52,0.026,0.0077,0.016,0,0,0,0,0,0,0,0,0,-79.80512657,54
0.08,0.18,1.44,0.002,0.0018,0,0.52,0.026,0.0018,0.016,0,0,0,0,0,0,0,0,0,-82.23302504,54
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.016,0,0,0,0,0,0,0,0,0,-85.00377619,54
0.08,0.18,1.44,0.002,0.0018,0,0.52,0.026,0.0018,0.016,0,0,0,0,0,0,0,0,0,-79,54
0.081,0.03,1.46,0.008,0.006,0.005,0.02,0.027,0.0069,0.016,0.008,0,0,0.012,0,0,0,0,0,-56,54
0.081,0.03,1.46,0.008,0.006,0.005,0.016,0.027,0.0069,0.016,0.008,0,0,0.012,0,0,0,0,0,-88,54
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.016,0,0,0,0,0,0,0,0,0,-90,54
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.016,0,0,0,0,0,0,0,0,0,-83,54
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.016,0,0,0,0,0,0,0,0,0,-79,54
0.087,0.18,1.43,0.009,0.005,0,0.52,0.026,0.0077,0.016,0,0,0,0,0,0,0,0,0,-55,54
0.08,0.2,1.39,0.003,0.0015,0,0.49,0.034,0.0025,0.017,0,0,0,0,0,0,0,0,0,-108.6246611,54
0.08,0.2,1.39,0.003,0.0015,0,0.49,0.034,0.0025,0.017,0,0,0,0,0,0,0,0,0,-108,54
0.083,0.22,1.47,0.003,0.006,0,0.5,0.03,0.0045,0.018,0,0,0,0,0,0,0,0,0,-81.05166973,54
0.092,0.22,1.45,0.017,0.005,0,0.5,0.03,0.0042,0.018,0,0,0,0,0,0,0,0,0,-84.59780638,54
0.081,0.21,1.45,0.009,0.006,0,0.51,0.03,0.0044,0.018,0,0,0,0,0,0,0,0,0,-96.84564467,54
0.16,0.35,1.07,0.014,0.002,0.002,0.018,0.038,0.007,0.019,0.002,0.0002,0.001,0.014,0,0.013,0,0,0,-24.14898316,54
0.091,0.21,1.43,0.016,0.004,0,0.52,0.037,0.0064,0.019,0,0,0,0,0,0,0,0,0,-92.2259848,54
0.091,0.21,1.43,0.016,0.004,0,0.52,0.037,0.0064,0.019,0,0,0,0,0,0,0,0,0,-58,54
0.072,0.11,1.45,0.009,0.005,0.15,0.49,0,0.0084,0.02,0,0.0042,0.01,0,0,0,0,0,0,-54.91658858,54
0.066,0.37,1.44,0.009,0.004,0,0.51,0.068,0.0049,0.02,0,0,0.013,0,0,0,0,0,0,-123.2542675,54
0.069,0.11,1.46,0.009,0.003,0,0.51,0.007,0.006,0.02,0,0.0023,0.011,0,0,0,0,0,0,-107.9182447,54
0.078,0.08,1.45,0.009,0.003,0.14,0.5,0.006,0.0071,0.02,0,0.0025,0.011,0,0,0,0,0,0,-83.57481219,54
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.02,0,0,0,0,0,0,0,0,0,-86.03255298,54
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.02,0,0,0,0,0,0,0,0,0,-82.94183847,54
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.02,0,0,0,0,0,0,0,0,0,-85.88294552,54
0.065,0.31,1.43,0.009,0.005,0,0.5,0.039,0.002,0.02,0,0,0,0,0,0,0,0,0,-110.7827184,54
0.065,0.31,1.43,0.009,0.005,0,0.5,0.039,0.002,0.02,0,0,0,0,0,0,0,0,0,-70,54
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.02,0,0,0,0,0,0,0,0,0,-85,54
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.02,0,0,0,0,0,0,0,0,0,-90,54
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.02,0,0,0,0,0,0,0,0,0,-80,54
0.14,0.4,1.36,0.013,0.008,0.002,0.019,0.027,0.004,0.021,0.004,0.0001,0.019,0.024,0,0.01,0,0,0,-112.7683208,54
0.074,0.38,1.47,0.01,0.003,0,0.51,0.038,0.0061,0.021,0,0,0.012,0,0,0,0,0,0,-141.0853112,54
0.075,0.11,1.49,0.01,0.003,0,0.51,0.034,0.0051,0.021,0,0,0.013,0,0,0,0,0,0,-94.27210407,54
0.077,0.37,1.45,0.009,0.004,0,0.5,0.042,0.0031,0.021,0,0,0.013,0,0,0,0,0,0,-115.8115114,54
0.07,0.11,1.45,0.01,0.004,0,0.5,0.064,0.0037,0.021,0,0,0.013,0,0,0,0,0,0,-119.0294556,54
0.07,0.36,1.47,0.01,0.004,0,0.51,0.038,0.0058,0.021,0,0,0.014,0,0,0,0,0,0,-124.3006037,54
0.094,0.2,1.41,0.003,0.004,0,0.51,0.041,0.0058,0.021,0,0,0,0,0,0,0,0,0,-99.51396858,54
0.076,0.31,1.44,0.011,0.006,0,0.02,0.042,0.0047,0.021,0,0,0.01,0,0,0,0,0,0,-88.65147976,54
0.08,0.3,1.4,0.011,0.005,0,0.02,0.036,0.0088,0.021,0,0,0.01,0,0,0,0,0,0,-87.55218093,54
0.075,0.3,1.44,0.01,0.004,0,0.02,0.041,0.0006,0.021,0,0,0.009,0,0,0,0,0,0,-98.49921108,54
0.078,0.3,1.45,0.01,0.006,0,0.02,0.039,0.0024,0.021,0,0,0.009,0,0,0,0,0,0,-104.8061783,54
0.077,0.32,1.45,0.01,0.006,0,0.5,0.037,0.0006,0.021,0,0,0,0,0,0,0,0,0,-99.95735546,54
0.071,0.31,1.54,0.01,0.006,0,0.5,0.036,0.004,0.021,0,0,0,0,0,0,0,0,0,-80.6854431,54
0.078,0.34,1.44,0.01,0.006,0,0.5,0.035,0.0088,0.021,0,0,0,0,0,0,0,0,0,-89.89913727,54
0.085,0.21,1.44,0.012,0.005,0,0.51,0.035,0.0059,0.021,0,0,0,0,0,0,0,0,0,-86.67006541,54
0.085,0.22,1.45,0.005,0.005,0,0.52,0.029,0.0054,0.021,0,0,0,0,0,0,0,0,0,-102.4223944,54
0.091,0.2,1.44,0.007,0.006,0,0.52,0.033,0.0062,0.021,0,0,0,0,0,0,0,0,0,-107.5831484,54
0.076,0.2,1.42,0.003,0.003,0,0.52,0.036,0.0062,0.021,0,0,0,0,0,0,0,0,0,-113.5995737,54
0.071,0.35,1.44,0.008,0.003,0,0.5,0.032,0.004,0.021,0,0,0.012,0,0,0,0,0,0,-119.0183334,54
0.083,0.35,1.44,0.007,0.003,0,0.5,0.032,0.0076,0.021,0,0,0.01,0,0,0,0,0,0,-105.4539336,54
0.071,0.31,1.54,0.01,0.006,0,0.5,0.036,0.004,0.021,0,0,0,0,0,0,0,0,0,-61,54
0.075,0.3,1.44,0.01,0.004,0,0.02,0.041,0.0006,0.021,0,0,0.009,0,0,0,0,0,0,-94,54
0.076,0.31,1.44,0.011,0.006,0,0.02,0.042,0.0047,0.021,0,0,0.01,0,0,0,0,0,0,-76,54
